zipcode,state,sqft,bedrooms,bathrooms,year_built,lot_size,price,has_garage,has_pool,house_type,neighborhood_quality
48000,NY,1842,3,3.5,1915,9661,713404,1,0,Condo,Low
36737,MA,1410,3,4.0,1993,18864,584330,0,0,Single Family,High
21485,AZ,2700,3,1.5,1921,8375,521877,1,0,Single Family,High
48565,VA,2226,3,4.5,1913,13577,415762,0,1,Single Family,Medium
35522,FL,2903,4,4.5,2015,10834,504247,1,1,Single Family,Medium
75155,GA,1096,4,3.5,1955,11338,295352,1,0,Single Family,High
65168,WA,2848,3,5.0,1964,2000,596366,0,0,Townhouse,High
50806,PA,2288,4,1.5,1965,3555,292495,0,0,Single Family,Very High
88623,OH,2742,4,4.0,1945,22999,385996,1,0,Single Family,Very High
85629,CO,721,4,3.5,1932,12765,429732,0,0,Single Family,High
91974,FL,2839,3,3.0,1949,13460,552163,1,0,Single Family,High
36399,NC,2041,2,4.5,2004,11314,351616,0,0,Single Family,High
95382,OH,1200,4,3.5,1921,11873,244512,1,0,Condo,High
91244,WA,2705,3,1.5,1939,9113,765204,1,0,Townhouse,High
65106,VA,1422,4,4.5,2004,7374,445322,0,0,Single Family,Medium
40678,PA,1334,4,2.5,1940,12115,269940,1,0,Single Family,High
86218,CO,1860,3,1.0,1974,21001,507280,1,1,Townhouse,High
73230,IL,2128,4,1.5,1967,17122,453922,1,0,Single Family,High
84055,MA,1111,4,2.5,1906,11024,538327,1,0,Condo,High
66373,AZ,1255,5,4.0,1984,13071,414621,1,0,Single Family,Very High
41480,WI,1513,4,1.5,1970,9573,297320,0,0,Townhouse,Medium
78836,GA,2025,1,1.5,1975,2000,346961,0,1,Single Family,High
82258,VA,2252,3,4.0,2021,19652,514340,1,0,Townhouse,High
49986,TX,2156,3,1.5,1990,7273,398992,0,1,Single Family,High
34160,WA,2157,2,2.0,1958,8079,539461,1,1,Single Family,High
89111,MN,2296,6,2.5,1983,10773,466210,1,0,Townhouse,Very High
74929,VA,2548,3,3.0,1994,6595,622753,1,0,Single Family,Medium
83506,NJ,1709,1,5.0,1925,15817,490211,1,0,Townhouse,Medium
44911,PA,2660,3,4.0,1930,13375,352648,1,0,Single Family,Medium
97127,MN,1676,5,4.5,1998,6531,380728,1,1,Single Family,Very High
41821,GA,2288,3,2.0,1972,5615,421286,0,1,Single Family,High
94458,MD,1317,3,2.5,2011,8602,425151,1,0,Condo,Medium
22175,NY,2655,5,1.5,1971,5796,700191,0,0,Single Family,Medium
96925,NC,1673,3,5.0,1915,7508,405908,1,0,Single Family,High
27327,MI,1799,3,1.0,1915,12919,215658,0,0,Single Family,High
57057,PA,871,4,4.5,1917,2000,246090,0,0,Condo,High
16150,AZ,1454,3,1.0,1946,13567,315194,1,0,Single Family,High
26032,CO,2265,5,2.0,1927,5830,615433,1,1,Townhouse,Low
12198,WA,1135,1,3.0,1981,13336,443508,1,1,Condo,High
63394,MN,2220,3,1.5,1955,8297,297246,1,0,Single Family,High
46220,WI,1991,4,1.0,1936,14823,303644,1,0,Townhouse,Medium
23859,PA,1740,4,1.5,1915,5717,275995,1,0,Townhouse,Low
60460,TX,877,1,5.0,1984,5192,302077,1,1,Single Family,Medium
41419,GA,1722,3,5.0,1964,15134,485546,1,0,Single Family,Medium
18705,GA,2328,3,1.5,1959,11502,360619,0,0,Single Family,Medium
33236,OH,2274,4,1.5,1910,6348,248121,1,0,Townhouse,Medium
97955,OR,1589,1,3.5,1974,19786,371839,1,0,Single Family,High
95514,NJ,2696,4,4.0,1965,15011,815991,0,0,Single Family,Medium
86918,TX,2099,3,2.0,2017,10111,444997,1,1,Single Family,Medium
24596,MD,2944,4,2.0,1918,2000,466126,1,0,Single Family,Low
88757,PA,1837,3,1.5,1904,7742,271998,1,1,Single Family,Very High
11279,OH,1071,6,3.0,1902,5956,320911,1,0,Single Family,High
73197,NJ,2956,3,4.5,1927,13749,777830,1,0,Condo,High
72516,CA,1963,3,3.5,1989,6850,814679,0,0,Single Family,Very High
17083,VA,1888,4,5.0,1986,2000,545776,1,0,Condo,High
27771,CO,1375,6,3.0,1993,12049,497945,1,0,Single Family,Medium
39975,MN,1125,6,2.5,1971,2422,377193,1,1,Townhouse,Medium
55648,VA,2394,4,5.0,1999,9706,548565,1,0,Single Family,High
58285,OR,2468,1,3.0,1928,11588,612072,1,1,Single Family,High
77642,WA,1465,4,3.0,1958,8633,525802,1,0,Single Family,High
96143,MA,1254,3,3.0,1924,17754,560918,1,0,Single Family,High
47599,CO,997,5,3.0,1921,17826,418058,1,0,Single Family,High
61920,NY,1607,3,1.5,2009,5412,673735,1,0,Single Family,High
38529,VA,1295,1,3.5,1996,7026,364861,1,1,Single Family,Medium
45954,PA,803,5,3.0,2000,7300,253697,0,0,Single Family,High
37856,MA,2455,4,1.5,2016,9842,943981,1,0,Townhouse,High
12573,PA,1076,3,4.5,1970,9590,275079,1,1,Single Family,Medium
45367,OR,2275,4,2.0,1969,9072,497517,1,0,Single Family,High
70774,GA,2206,3,5.0,1978,4848,524065,1,0,Single Family,Low
33752,MN,3165,3,2.5,1978,7059,658075,1,1,Single Family,Medium
65029,WA,1099,4,2.0,1939,11866,458180,1,0,Single Family,High
27685,MA,2611,5,4.0,1997,8714,943628,1,1,Condo,Medium
61693,OH,1791,4,4.5,1913,11568,382029,1,0,Single Family,Medium
65961,MI,3799,4,4.0,1928,8779,321865,0,0,Single Family,Low
84532,WI,1620,4,1.0,1992,9558,403887,1,0,Single Family,Medium
91994,FL,2297,3,3.0,1986,3917,579802,1,0,Single Family,Medium
66133,MA,1853,5,4.5,1909,8265,647332,1,0,Single Family,High
71268,MN,1469,3,2.0,1946,21057,340562,1,1,Townhouse,High
48243,GA,1320,1,4.5,2018,16181,431901,0,0,Townhouse,High
67384,MD,3020,3,2.0,1903,4191,544597,1,1,Single Family,Medium
41653,WI,1185,4,2.5,1911,18891,233930,1,0,Condo,High
36657,GA,2156,2,4.0,1941,10685,422443,1,0,Condo,Medium
49952,AZ,2739,2,2.0,1997,7558,418997,1,0,Single Family,Medium
32180,TX,2773,4,2.5,1903,8592,391702,1,0,Single Family,Medium
88411,TX,1578,5,4.5,1983,10284,385478,0,0,Single Family,Medium
11622,IL,1855,4,2.5,1991,15420,443468,0,1,Single Family,High
50809,IL,925,2,2.5,1905,11667,283269,1,0,Single Family,High
26725,NY,2376,4,2.5,1913,16056,738242,1,1,Single Family,Very High
61226,NY,3008,4,1.0,1934,11512,867284,1,0,Townhouse,Medium
91182,IL,1423,3,4.0,1946,12194,371119,1,0,Single Family,High
92565,NJ,2762,5,5.0,1957,10673,789172,1,0,Single Family,Medium
39402,MI,2811,3,5.0,1964,12495,397033,0,0,Single Family,High
14263,VA,2032,3,1.0,1918,6543,472048,1,0,Single Family,High
56828,GA,500,5,3.5,1956,14899,230836,1,1,Single Family,Low
84182,IL,3250,3,2.5,1912,12273,530698,1,0,Single Family,Low
69052,PA,2207,5,4.5,1907,11051,261737,1,0,Townhouse,Medium
45737,MN,1937,3,4.5,2017,18112,374860,1,1,Single Family,Medium
99563,AZ,1843,3,2.5,1934,18582,352878,1,0,Single Family,High
39373,WI,692,2,5.0,1986,5395,227900,0,0,Single Family,High
46397,MA,2556,1,3.5,2013,13996,856141,1,0,Townhouse,Low
96145,MN,2755,4,1.0,2015,9387,511937,1,0,Single Family,Medium
48709,OH,1334,4,1.5,1925,6630,222054,0,1,Single Family,Very High
97410,CA,2651,3,4.5,1925,16647,650993,1,1,Townhouse,High
63276,VA,500,4,4.5,1999,6585,387938,1,0,Single Family,Medium
67492,VA,2309,3,1.0,1924,10454,477864,1,1,Townhouse,Low
63002,VA,2697,2,2.0,1929,2105,485354,0,0,Single Family,Low
82355,NJ,2286,5,1.0,1906,16637,529493,1,1,Single Family,Medium
34762,PA,3280,4,3.0,1926,11947,521753,1,0,Single Family,Medium
21046,OR,2078,4,2.0,1910,4823,457452,1,0,Condo,Medium
38769,PA,2799,2,4.5,2000,18076,411402,1,0,Single Family,High
63302,NY,1690,4,3.5,1907,20152,726555,1,1,Single Family,Medium
33150,IL,1987,4,5.0,1910,7840,465460,0,0,Single Family,Medium
78247,NC,1856,5,5.0,1987,12227,524137,0,1,Single Family,High
14853,NC,1729,1,3.5,1929,14083,361470,1,0,Townhouse,High
99399,NJ,1896,4,1.5,1993,13936,562728,1,0,Condo,Very High
31792,OH,858,1,5.0,2015,10240,301286,0,0,Townhouse,High
84478,MN,2936,4,2.0,1914,2173,458949,1,0,Condo,High
77298,CA,1325,2,3.5,1955,2237,554580,1,0,Townhouse,Very High
41987,NY,1253,4,1.5,1934,9921,569480,0,1,Townhouse,High
22112,FL,2077,5,1.5,1923,15798,521172,0,0,Single Family,High
34058,NY,2264,3,2.5,1907,2533,568870,1,1,Single Family,High
55420,FL,1920,4,2.0,1942,24217,500083,1,0,Single Family,Low
48890,CO,2050,5,3.0,1941,12771,518333,1,0,Townhouse,High
76017,FL,1754,3,3.5,1983,4238,470862,1,0,Single Family,High
11524,PA,2507,3,5.0,1925,16262,439460,0,1,Single Family,Medium
25048,AZ,2360,4,2.5,1951,9670,428028,1,0,Townhouse,Low
45111,TX,779,4,2.5,1987,12610,259703,0,0,Single Family,Medium
47904,OR,2176,5,4.0,1921,9376,486578,0,0,Single Family,Medium
64912,MD,1375,5,5.0,1904,9670,506148,1,0,Townhouse,High
44008,PA,2974,4,1.5,1914,13623,334311,1,1,Condo,Low
10060,PA,2228,4,3.5,1935,17203,376226,0,0,Single Family,High
84666,NY,2627,5,4.5,2000,4312,1292529,1,1,Single Family,Medium
55186,MD,2082,4,3.5,1948,10124,586132,1,0,Single Family,Medium
38145,MI,1860,4,5.0,1954,4637,259559,1,0,Single Family,High
44020,VA,804,3,3.5,1971,4467,398590,1,1,Townhouse,Very High
96123,AZ,2227,6,4.0,1959,9103,559798,1,0,Single Family,Medium
85186,WI,1911,3,2.5,1956,5102,354235,1,0,Single Family,Low
95469,NJ,2387,4,1.0,1928,12542,578318,1,0,Single Family,High
98929,CA,2863,2,3.5,1994,4027,856692,1,0,Single Family,Very High
61474,TX,1267,6,2.5,1909,2000,340678,1,0,Single Family,High
16960,WA,1422,1,3.5,1909,11730,421793,1,0,Condo,Medium
45772,WA,2933,3,5.0,2017,7576,731955,1,0,Single Family,High
59481,NJ,1833,3,3.0,1988,18642,539198,1,1,Single Family,High
46408,MD,977,4,3.0,1956,20619,397394,1,0,Single Family,Medium
67134,IL,1546,5,2.0,1953,8535,398509,1,0,Single Family,High
30491,MI,2796,2,1.5,1955,7808,251661,1,0,Single Family,Medium
54623,NJ,2412,3,5.0,2016,8769,682525,1,0,Single Family,Low
10338,CO,2117,2,5.0,1968,12917,570326,1,0,Townhouse,High
81431,OH,2497,3,3.0,1986,12790,381802,0,0,Single Family,Low
22254,IL,3272,4,5.0,2002,10186,567800,1,0,Single Family,High
61860,OH,2412,2,2.5,1954,10825,286635,1,1,Single Family,Medium
21344,NJ,2102,3,1.5,1968,11847,509626,1,0,Townhouse,Very High
64756,CA,2244,3,1.0,1971,6601,563578,0,0,Townhouse,High
77957,OR,1444,3,3.0,1980,11128,414708,1,0,Single Family,High
68053,GA,2481,5,1.0,1900,7728,453524,1,0,Condo,Medium
80855,OR,2313,4,1.0,2017,23886,527159,1,0,Single Family,Medium
25896,WI,1784,5,4.0,2013,10662,351819,1,0,Condo,Medium
72552,VA,1791,3,4.5,1934,2000,299847,1,0,Single Family,Low
87454,FL,1627,3,3.5,2015,14105,473136,1,0,Single Family,Medium
37935,GA,1813,1,2.5,1977,10706,306471,1,0,Single Family,High
39711,AZ,2270,3,4.5,1981,6780,564842,1,1,Townhouse,High
80342,IL,2217,3,2.0,1973,9397,440040,0,0,Single Family,Low
22182,CA,2241,4,2.0,2018,11396,725290,0,0,Single Family,High
66276,FL,1875,6,5.0,2005,8811,575421,1,0,Single Family,High
29541,NJ,3009,3,5.0,1932,13627,607833,1,0,Single Family,High
92310,NC,2047,4,3.0,1982,5831,463866,1,0,Single Family,Medium
54813,TX,2884,3,5.0,1997,12678,425609,1,0,Condo,Very High
34070,CA,1485,4,4.5,1915,2000,506287,1,0,Single Family,Medium
21122,OR,1711,4,2.5,1934,11452,710017,1,1,Townhouse,High
90559,WA,1667,3,2.5,1984,16389,479609,0,0,Single Family,Very High
83543,WI,1671,3,3.5,1982,11049,366059,1,1,Condo,High
93441,OR,2852,5,5.0,1945,16398,643821,1,0,Single Family,Medium
51786,WI,2031,6,4.0,1910,6653,442502,0,1,Single Family,High
16737,WA,2157,3,3.0,1960,11648,570574,1,0,Condo,Medium
46062,MD,1679,5,3.0,1943,11774,383479,1,0,Single Family,Medium
64237,NC,2599,2,4.5,1910,16566,383887,0,0,Condo,Very High
61571,CO,2248,5,3.5,1910,14542,420392,1,0,Single Family,High
35510,AZ,1783,4,1.0,1921,13450,328498,1,0,Townhouse,High
47265,CA,2151,5,5.0,1990,3951,853137,1,0,Single Family,Medium
27850,WI,2402,5,4.5,1981,9142,404742,1,0,Single Family,Medium
76150,CO,1314,3,3.5,1961,4975,500200,1,0,Single Family,High
97312,TX,1793,4,1.0,2005,6734,348453,1,0,Single Family,Low
99613,VA,2376,2,1.5,1947,9131,493550,1,0,Single Family,Medium
84910,AZ,900,5,2.0,2003,2000,328736,1,0,Townhouse,Medium
62375,MA,1545,4,2.0,2001,9311,696407,1,1,Townhouse,High
45435,PA,2263,2,1.5,1993,6085,408550,1,0,Single Family,High
67132,NY,2773,4,1.5,1962,4719,601073,0,0,Single Family,Low
88945,OR,3530,4,3.5,1950,10479,617958,1,0,Townhouse,Medium
12983,AZ,2100,3,2.5,2010,11707,409935,1,1,Townhouse,High
30662,NJ,1661,3,1.0,2008,6755,611471,1,0,Townhouse,Medium
33510,MI,2646,4,3.5,1932,9122,313689,0,1,Single Family,Low
66846,OH,1786,4,3.5,2022,5769,392517,0,0,Townhouse,High
16640,CA,1698,2,5.0,1901,16197,550210,1,0,Single Family,Medium
54547,MA,2288,4,2.5,1912,17742,613232,1,0,Single Family,High
64620,NC,1578,4,2.5,1965,12993,385228,1,0,Single Family,High
25317,WA,2059,4,3.0,1956,6090,667163,1,0,Single Family,Low
17564,MI,3116,3,2.0,1942,15164,376738,0,0,Single Family,Very High
37345,TX,2085,3,1.5,1944,7113,499725,1,0,Single Family,High
89273,OR,3061,3,5.0,1930,16754,705180,1,0,Townhouse,Medium
84859,IL,2841,5,1.0,1909,8795,591576,1,1,Single Family,High
90765,IL,2414,2,3.0,1922,8602,602558,0,0,Condo,Medium
39430,MA,1998,3,3.5,1996,10135,843502,0,0,Single Family,High
58543,IL,1495,2,1.0,1973,2590,322602,1,0,Single Family,Medium
23919,VA,931,2,2.0,1917,4969,233630,1,0,Townhouse,Medium
79346,TX,2671,3,3.5,1910,11178,435978,1,0,Condo,Medium
39629,MD,2125,4,1.5,1901,5690,361774,0,0,Single Family,Medium
61184,GA,2309,3,1.0,1953,6298,401986,1,0,Single Family,High
71916,MA,937,4,2.5,1971,4652,578355,0,0,Single Family,High
83972,IL,1937,3,3.5,1930,16659,352000,1,0,Single Family,High
72187,NJ,2377,5,4.0,1907,18032,636514,0,1,Townhouse,High
22984,VA,1753,3,5.0,1942,6354,364320,1,0,Single Family,Medium
43039,CA,2179,3,3.0,1947,5954,858362,1,0,Single Family,High
95431,OH,1658,4,4.5,1901,13112,222333,1,1,Single Family,High
93691,PA,2636,3,4.5,1921,18640,441462,1,0,Single Family,High
68606,IL,1440,4,5.0,1904,18069,415859,1,0,Single Family,Low
60072,OR,2020,3,2.0,1919,9082,592193,1,0,Single Family,Medium
34574,NJ,996,3,5.0,1991,3842,426358,0,0,Townhouse,High
13430,WI,526,4,4.0,1976,8018,329251,0,0,Single Family,Very High
22676,OR,2758,2,2.5,1901,10483,493975,0,0,Single Family,Medium
20816,AZ,1311,4,1.0,1931,3251,291578,1,0,Single Family,Medium
42733,TX,1066,3,4.0,1989,7275,302009,1,1,Single Family,Medium
95680,NY,1431,3,3.5,1902,11111,570354,0,0,Single Family,Low
12050,NC,1400,3,2.0,1940,2400,382261,1,0,Single Family,Medium
43933,IL,1900,5,3.0,1941,12345,260074,0,0,Townhouse,Very High
34951,NJ,1234,4,2.0,2019,15101,695821,1,0,Townhouse,Medium
42413,WA,2348,3,4.5,1976,12850,723896,1,1,Single Family,High
44801,MD,2452,4,3.0,2020,7516,589169,1,1,Townhouse,High
65619,MI,1107,5,3.5,1984,15859,219332,1,0,Single Family,High
45400,IL,2757,5,2.0,1970,6901,466223,1,1,Townhouse,Very High
14494,WA,2798,4,3.5,1916,7966,743961,1,0,Single Family,Medium
90688,FL,3749,3,3.5,1991,15360,630942,1,1,Single Family,Medium
99431,PA,500,3,1.5,1946,19246,197538,1,1,Townhouse,Low
84691,OR,1352,6,4.5,1993,7925,663064,1,0,Single Family,Very High
53001,CO,3269,4,3.0,1968,9143,777472,1,0,Condo,Medium
77364,MD,739,4,4.5,1923,6763,270512,1,0,Single Family,High
55028,MN,3253,2,4.5,1970,7845,514405,0,0,Single Family,High
47573,WA,2103,3,2.0,2022,3709,624085,0,0,Single Family,Medium
10806,MD,2128,3,3.0,1933,12145,482285,1,0,Single Family,Medium
66638,MI,1104,2,4.0,2019,3659,134535,1,0,Single Family,Medium
39757,MD,1684,4,3.0,1949,7258,359384,0,0,Single Family,Low
44636,CO,3223,5,3.5,1941,9694,518467,1,0,Single Family,High
58280,WI,1688,3,4.5,2022,6130,366518,1,0,Single Family,Medium
34262,MI,2284,4,3.0,1926,4373,252771,1,0,Single Family,Medium
90435,MN,1865,5,3.5,1977,15498,386658,1,0,Single Family,High
72211,CO,2241,4,1.0,1958,17123,394683,1,1,Townhouse,High
66979,OR,1945,6,2.5,2011,23816,522131,0,0,Townhouse,High
91470,MA,1551,4,5.0,2014,5329,778304,1,0,Single Family,Medium
48197,NC,737,2,3.5,2001,7883,279763,1,1,Single Family,High
51844,GA,2337,3,4.5,1975,12464,496310,1,1,Condo,Very High
74754,MI,1136,6,1.5,1902,12936,225877,1,1,Single Family,High
44157,CA,1884,3,3.0,1970,8404,851477,1,0,Single Family,High
50042,TX,951,3,2.5,1998,15993,365274,1,0,Single Family,Medium
71665,OR,2423,4,1.0,1924,9961,614866,1,0,Townhouse,Low
92856,OH,1790,6,5.0,2012,9249,345651,0,0,Townhouse,High
24199,PA,1999,5,2.0,1959,5997,357851,0,1,Condo,Medium
91412,CO,1602,3,1.5,1982,12722,490879,1,0,Single Family,Medium
83781,NJ,2616,5,4.0,1910,8778,871280,1,0,Single Family,High
82750,GA,1571,3,4.0,1958,7144,334052,1,0,Single Family,Low
76262,NY,2529,4,5.0,1984,7252,964821,1,0,Townhouse,High
56600,MN,1998,4,2.0,2015,9774,411942,1,0,Single Family,High
86898,FL,2781,1,4.0,1933,9379,469605,1,0,Single Family,High
28297,NY,1367,3,4.0,2014,7776,782114,1,0,Townhouse,Medium
40448,FL,1803,3,4.0,1906,6645,432323,1,0,Single Family,High
36172,MN,1861,3,3.0,2005,10042,501501,1,0,Single Family,High
52874,PA,1751,3,5.0,1943,13248,403683,0,0,Single Family,High
17657,NC,3842,5,4.0,2018,7457,697729,1,0,Single Family,Medium
94386,GA,3444,4,4.0,1990,2000,618286,0,0,Single Family,Very High
35425,GA,2209,5,2.0,1963,3162,473342,1,0,Single Family,Medium
36685,WA,2291,3,1.0,2013,15371,607754,1,0,Single Family,High
34578,AZ,1834,4,3.0,1922,14968,466757,1,0,Single Family,Very High
38831,IL,1265,4,4.5,2001,13233,391423,0,1,Single Family,Medium
17906,WA,1872,5,3.0,1957,12563,375235,1,0,Single Family,Medium
71413,AZ,2539,4,2.0,1919,15088,519279,1,0,Townhouse,Very High
64028,MD,2913,3,5.0,1926,8284,649220,1,0,Townhouse,Low
17287,VA,2696,3,1.5,2016,10694,444449,1,0,Single Family,High
43660,NJ,943,3,2.0,1959,6141,460462,1,1,Townhouse,Medium
85758,WA,1797,4,2.5,1907,9123,550146,1,0,Single Family,High
70504,OR,971,6,1.0,2000,19481,530281,0,0,Condo,Medium
69720,FL,2818,3,2.5,1966,5866,545321,1,0,Single Family,Medium
44701,PA,1711,2,2.5,1901,4174,209708,1,0,Single Family,High
27674,AZ,2336,4,4.5,1969,8000,470938,1,0,Single Family,Medium
93560,VA,3936,3,1.5,2002,11329,671370,1,0,Single Family,Medium
33874,NC,2187,3,4.0,2003,13964,420391,0,0,Townhouse,Very High
53642,VA,1833,3,3.5,1935,8127,430557,1,0,Single Family,Medium
27602,VA,3021,4,2.5,1923,16153,484830,1,0,Single Family,Medium
98801,AZ,1872,4,3.0,1911,6182,431382,1,0,Single Family,High
35931,WA,3159,3,3.5,1980,9604,647083,0,0,Townhouse,High
39192,MI,2773,3,5.0,1921,12642,301188,1,0,Single Family,Medium
56542,IL,1675,2,1.5,2017,5855,275702,1,0,Single Family,High
52520,MN,1025,2,5.0,1982,2000,357535,1,0,Single Family,Low
74772,MD,2190,3,1.0,1972,19646,449520,1,1,Townhouse,Very High
68762,NY,1569,3,2.5,1975,4464,683531,1,0,Single Family,High
60106,GA,2027,4,3.0,1995,14262,371552,0,0,Condo,Low
43742,PA,2185,5,2.5,1980,19799,404941,1,1,Condo,High
79669,GA,2531,4,1.5,1922,10322,449978,1,1,Single Family,Medium
13972,WI,2293,3,4.5,1929,2000,355098,1,0,Single Family,High
80831,CO,2842,4,3.5,1918,8787,640432,1,0,Condo,Low
19903,WI,1919,3,4.5,1989,2000,388020,0,0,Single Family,High
51755,MI,1513,3,1.5,1919,10408,198004,1,1,Townhouse,Medium
95956,IL,929,3,1.0,2017,16205,436402,1,0,Single Family,High
96988,NJ,1859,3,4.0,1955,15082,442319,1,0,Townhouse,Very High
55648,FL,2374,3,1.5,1944,10701,518168,1,0,Townhouse,Medium
19516,WI,2727,2,2.5,1967,9532,406484,1,1,Single Family,High
12396,PA,2371,2,2.5,1946,6400,375922,1,0,Townhouse,High
94082,CO,2585,1,1.0,1975,4272,550414,0,0,Townhouse,Medium
29129,OH,2731,2,1.5,1988,6868,339642,1,1,Single Family,Medium
11591,MI,1762,3,1.0,2019,4465,255614,1,0,Single Family,Medium
21303,CO,1896,4,3.5,1957,9474,747173,1,0,Townhouse,Low
40561,VA,2901,3,2.0,1909,9826,512223,0,0,Single Family,Low
81719,MA,1152,5,1.0,1921,8626,486560,1,0,Single Family,Medium
96231,OR,2300,5,4.5,1970,10546,530450,0,0,Single Family,High
17314,VA,1498,4,2.5,1923,7704,357746,1,0,Single Family,Very High
29623,NJ,2770,4,4.0,1965,14208,788740,1,0,Single Family,Very High
77675,CO,1987,3,1.5,1995,11143,535404,1,0,Single Family,High
75082,NC,2005,1,3.5,1984,7579,340343,1,0,Single Family,High
93624,CA,3210,5,3.5,1960,4167,1174003,1,0,Single Family,Very High
43130,GA,1246,2,4.0,1906,9592,271441,1,0,Single Family,High
61756,IL,2151,5,1.0,1971,15705,634163,0,0,Condo,High
36292,NJ,1873,4,1.0,2016,12947,623339,1,0,Townhouse,High
96206,GA,2372,3,1.5,2014,13790,467834,1,0,Single Family,Low
79274,PA,3350,3,1.5,1937,13620,435346,1,0,Single Family,High
63947,OR,1161,1,1.0,1907,14310,277460,1,0,Single Family,High
32534,IL,1433,3,1.5,2020,10745,314364,1,0,Single Family,High
73620,CO,1837,4,3.5,1988,7964,402874,1,0,Townhouse,Low
58874,MN,2044,4,2.0,1927,14379,435544,1,0,Single Family,High
59708,WA,2080,3,2.5,1991,2000,520317,1,0,Single Family,Medium
84553,OR,3261,3,1.0,1953,16336,623059,1,1,Townhouse,Low
78344,PA,3137,5,3.0,1930,13450,559782,1,1,Single Family,Medium
59138,WA,2912,4,2.5,2015,18193,861448,1,0,Single Family,Low
64302,NC,3760,4,4.5,1999,4402,576833,1,0,Townhouse,Very High
88249,PA,2775,3,1.0,2015,13317,394827,1,0,Single Family,Medium
87236,CO,2276,4,3.0,1936,8968,805960,1,1,Single Family,Low
46509,PA,1722,3,5.0,1937,8175,269345,1,0,Condo,High
28787,MA,1908,4,1.5,1975,15871,752916,1,0,Single Family,High
67932,OH,2050,5,5.0,2000,4751,399155,1,0,Single Family,Medium
43062,MI,1254,2,3.0,1930,15995,175457,1,0,Townhouse,Very High
85713,WI,1883,3,4.5,1961,2986,280290,1,0,Single Family,High
97263,VA,1847,2,2.5,1917,8486,389064,1,0,Single Family,Medium
70461,GA,1956,4,1.5,1989,5028,451322,1,0,Townhouse,Very High
85418,WI,2343,5,2.5,1905,18183,473780,1,0,Single Family,High
76672,PA,2494,4,2.5,1908,15718,380022,0,0,Townhouse,High
44832,PA,1649,5,5.0,1910,5891,343938,1,0,Single Family,High
82545,NY,2792,2,3.5,2018,13836,923933,1,1,Single Family,Very High
47311,MD,2465,5,3.5,2019,8229,572729,0,0,Single Family,Medium
41575,CO,2688,5,1.0,1901,7767,561871,1,0,Single Family,Medium
73852,WA,1231,4,3.0,2022,8830,558837,1,0,Townhouse,Medium
11007,NC,2738,3,3.5,1928,14509,381659,1,0,Single Family,Medium
80981,WA,1446,3,4.5,2009,17853,475215,1,0,Townhouse,Low
57517,OR,2137,3,3.0,1950,6327,520556,1,0,Condo,Low
39257,MI,500,3,2.5,2005,10290,199725,1,0,Condo,High
52207,NC,2687,3,3.5,1922,5647,326205,1,0,Townhouse,Low
23281,NJ,847,5,2.5,1999,6589,459084,1,1,Condo,Medium
71246,WA,2762,2,3.5,1906,13984,613161,0,0,Single Family,Medium
11435,WI,1510,4,2.5,1955,7656,299451,1,0,Single Family,Medium
36660,MI,2144,4,4.5,1976,2622,304615,1,0,Single Family,Medium
15084,MD,1612,4,2.0,2005,5865,469358,0,0,Single Family,High
92197,WI,2401,3,4.5,1961,14951,441838,0,0,Townhouse,High
23507,NC,2717,3,1.5,1973,11245,409400,1,0,Townhouse,Medium
82595,AZ,2452,3,3.5,1999,2188,501969,1,0,Condo,Medium
93807,AZ,1997,3,4.5,1979,6955,359782,1,0,Single Family,High
55539,WA,1666,4,1.0,1914,19113,433674,0,0,Single Family,High
17491,NJ,1951,3,3.5,1952,9652,548241,1,0,Single Family,Medium
90395,WA,2483,2,1.5,1982,10041,546695,1,0,Single Family,High
73888,MA,2385,4,1.0,1984,11025,767649,1,0,Condo,Medium
83609,TX,1102,1,1.5,2019,8045,347148,0,0,Condo,Low
30953,OH,1556,4,3.5,1978,7645,284776,1,0,Single Family,High
86919,CA,2465,4,1.0,2011,14968,772095,1,1,Single Family,Medium
77889,NJ,1464,5,4.0,1913,19112,459833,1,0,Single Family,High
33821,CA,2316,2,2.5,1992,11888,745111,1,1,Condo,Medium
47567,OH,1802,5,5.0,1968,4761,282997,1,0,Single Family,Low
34860,PA,684,4,3.5,2021,10941,294215,1,1,Townhouse,Medium
31195,MD,2651,5,5.0,1948,7181,596885,1,0,Single Family,High
87475,NY,1982,5,1.0,1917,14490,677885,1,0,Single Family,High
97266,NY,2893,1,2.5,1950,11036,828458,1,0,Townhouse,High
31427,PA,834,3,1.5,1900,9404,162764,1,0,Single Family,Low
37083,GA,1795,4,3.5,1926,4958,317503,1,1,Single Family,Very High
97046,TX,1848,4,2.5,1963,2000,401261,0,0,Townhouse,High
67372,NC,2189,3,5.0,1959,5942,341670,1,0,Townhouse,Medium
54064,VA,1072,3,2.0,1990,13255,257418,0,1,Single Family,Medium
17813,VA,2380,3,1.0,1988,15914,618692,1,0,Single Family,Low
41598,OH,3338,4,1.0,1940,8449,398522,1,1,Single Family,Medium
39241,MD,2065,4,5.0,1913,10948,452882,1,0,Single Family,Medium
54569,MD,1035,3,3.0,2015,13442,314942,1,0,Single Family,Low
21745,MD,1458,2,1.5,2016,13885,415091,1,0,Single Family,High
23025,GA,1629,3,4.5,1991,20351,450916,1,0,Townhouse,Medium
